,target
1373,639961.5718735134
1374,494161.7924994892
1375,772543.712182472
1376,774994.2508572766
1377,727370.5199192637
1378,642778.6923281042
1379,605337.4425970789
1380,754222.5849294312
1381,534424.8079669729
1382,557886.7439110986
1383,569014.2840008646
1384,747581.7379983788
1385,524483.3658336187
1386,557697.7439110986
1387,522294.4918136714
1388,717427.1324994892
1389,755486.6039110986
1390,682653.1314326305
1391,681330.1314326305
1392,760084.6318052801
1393,633112.7204500827
1394,565449.9979983787
1395,563829.9979983787
1396,520193.8918735134
1397,461005.7999192636
1398,636906.7758336186
1399,606201.4425970789
1400,729274.3802069426
1401,733154.5212148326
1402,543726.1387274452
1403,797694.5649294312
1404,693737.5124994892
1405,490456.7040008646
1406,722406.6247340296
1407,668112.8924994892
1408,724668.4333498311
1409,714423.2340008646
1410,677671.7724644243
1411,454923.35272441007
1412,744905.1281415536
1413,691272.4440008645
1414,649776.1314326305
1415,695702.6681415535
1416,547143.9649412772
1417,576391.8123281042
1418,450952.5079669729
1419,610566.8327244101
1420,711894.1314326305
1421,668812.3653577651
1422,766434.4004500827
1423,495347.26535776514
1424,634981.2902069426
1425,529032.0766874629
1426,495806.26535776514
1427,774562.2508572766
1428,736344.5653672726
1429,535734.4124994893
1430,519047.66536727257
1431,721838.3981415535
1432,533704.8079669729
1433,663810.6540008646
1434,745049.1281415536
1435,560617.3212148325
1436,776853.007679752
1437,529152.3921824719
1438,695443.1853577651
1439,633337.7204500827
1440,689976.4440008645
1441,569410.2840008646
1442,673630.5847340297
1443,724983.4333498311
1444,537708.3723281042
1445,815486.7404500827
1446,702558.3766874628
1447,571556.0324994893
1448,746673.6558336186
1449,542961.1387274452
1450,730138.3802069426
1451,746287.1449412772
1452,679364.3399192637
1453,674472.2653672725
1454,460003.4587274453
1455,667397.9381415535
1456,822970.7308572765
1457,652745.8291183892
1458,715699.1324994892
1459,637223.2579669729
1460,610290.8612369471
1461,498052.9323281041
1462,743366.1281415536
1463,562385.8153672726
1464,522796.0181415536
1465,703869.6924644242
1466,543106.832352141
1467,521824.0181415536
1468,535217.0853577651
1469,736176.1314326305
1470,721057.3127244101
1471,609030.8612369471
1472,793390.5704500827
1473,714138.7708572765
1474,519893.07695046376
1475,464327.22911838925
1476,798099.5649294312
1477,548439.9649412772
1478,455770.4647340298
1479,638158.9933498312
1480,783473.1969504637
1481,759895.6318052801
1482,701853.7823521411
1483,577866.1314326305
1484,776556.007679752
1485,720597.0123281042
1486,578919.1314326305
1487,538401.1314326305
1488,666789.8924994892
1489,597780.0539110985
1490,641401.5718735134
1491,633544.7204500827
1492,674295.64180528
1493,609750.8612369471
1494,668544.8924994892
1495,755317.4102069426
1496,493653.1314326305
1497,522249.4918136714
1498,842449.9708572765
1499,734514.0240008646
1500,602206.5133498312
1501,771787.712182472
1502,531634.4940008646
1503,707728.6918735134
1504,531823.4940008646
1505,563874.8358336187
1506,745489.562352141
1507,747017.6099192636
1508,519500.8918735134
1509,700625.6049294312
1510,533983.1025970788
1511,541167.5047340296
1512,670667.1812369471
1513,561705.8518136714
1514,560401.3212148325
1515,601386.9612148325
1516,485433.01668746286
1517,718411.0053577651
1518,493954.7924994892
1519,746501.7379983788
1520,714246.7708572765
1521,520809.4918136714
1522,670277.4733498312
1523,514132.4339110986
1524,612145.807679752
1525,603072.7879983787
1526,447505.9140008646
1527,746436.9133498312
1528,661210.0549412773
1529,747692.6099192636
1530,601122.4781415536
1531,602460.0118735133
1532,637599.5779983787
1533,738821.2304500827
1534,640874.4969504637
1535,672190.5847340297
1536,602132.9653672726
1537,735402.2518735133
1538,626194.0249412772
1539,641754.2908572765
1540,669584.4733498312
1541,509230.7491183892
1542,575229.2012369471
1543,721777.3127244101
1544,676404.3923521412
1545,698571.4427244101
1546,721295.6518136715
1547,644032.7027244101
1548,740771.1827244101
1549,493459.43259707873
1550,634467.2081415536
1551,610809.8327244101
1552,618470.1599192637
1553,645053.0647340297
1554,670856.1812369471
1555,762004.8118735134
1556,694156.1853577651
1557,667592.4079669729
1558,746248.5324644243
1559,779358.1314326304
1560,490804.2076797519
1561,703766.342182472
1562,572548.905357765
1563,464084.22911838925
1564,671274.1323281042
1565,668621.2458336187
1566,607239.1966874629
1567,735070.30180528
1568,716167.1324994892
1569,465812.22911838925
1570,803734.9318735134
1571,711966.1314326305
1572,452399.44535776513
1573,569734.2840008646
1574,534919.8079669729
1575,721947.6247340296
1576,455895.35272441007
1577,602807.9653672726
1578,779143.9139110985
1579,702853.3387274452
1580,798601.4702069425
1581,648047.6587274452
1582,505636.8899192636
1583,724369.172352141
1584,639639.1153672726
1585,760260.1314326304
1586,637961.2724994892
1587,715727.1225970787
1588,504553.1724644242
1589,600099.9612148325
1590,704735.4299192637
1591,735115.30180528
1592,760089.1314326304
1593,697635.7158336187
1594,719956.1149412772
1595,642398.7621824719
1596,766196.5279983788
1597,725449.172352141
1598,494926.7924994892
1599,600954.9612148325
1600,692435.5579669729
1601,734441.5212148326
1602,675264.2653672725
1603,678211.7724644243
1604,574518.6076797519
1605,499395.98473402974
1606,577434.1314326305
1607,664927.9318136714
1608,569022.1366874628
1609,639644.2724994892
1610,668625.3679983787
1611,635322.2081415536
1612,486225.01668746286
1613,557272.2302069425
1614,519605.07695046376
1615,608529.2537311212
1616,578874.1314326305
1617,765172.8581415537
1618,479416.2881415536
1619,715412.1225970787
1620,783954.3718735133
1621,670465.6739110985
1622,548419.2691183892
1623,600603.0508572765
1624,545160.0924644242
1625,562178.8153672726
1626,719712.5012369471
1627,669255.1149294311
1628,740339.1827244101
1629,673368.3166874629
1630,453475.2212369471
1631,589098.9949412772
1632,736487.8579669729
1633,543783.0924644242
1634,823735.7308572765
1635,719589.0123281042
1636,755882.6039110986
1637,638411.2579669729
1638,694322.5124994892
1639,793570.5704500827
1640,765671.1258336187
1641,465839.22911838925
1642,494049.1314326305
1643,600243.0508572765
1644,515851.6812148326
1645,797982.5649294312
1646,598131.0539110985
1647,523808.3658336187
1648,513353.1549294312
1649,519488.07695046376
1650,479731.2881415536
1651,495106.7924994892
1652,735379.7925970787
1653,770580.5566874628
1654,557128.2302069425
1655,603610.3569504637
1656,760303.0569504637
1657,450712.4537311212
1658,672658.5847340297
1659,597706.2602069426
1660,532714.4940008646
1661,603671.9653672726
1662,805219.9318735134
1663,702420.7823521411
1664,674721.3923521412
1665,637842.5779983787
1666,543321.1387274452
1667,543322.832352141
1668,504691.8899192636
1669,760546.0569504637
1670,449575.5079669729
1671,603547.3569504637
1672,698770.1047340297
1673,747142.1449412772
1674,503201.2987274453
1675,697032.4427244101
1676,561710.8153672726
1677,597060.0539110985
1678,538061.5412369472
1679,718222.0053577651
1680,722622.6247340296
1681,805246.9318735134
1682,667464.8924994892
1683,640674.1153672726
1684,779278.9139110985
1685,674304.1318735133
1686,517147.6812148326
1687,734451.0240008646
1688,640809.2908572765
1689,747502.1449412772
1690,659482.0549412773
1691,707658.4153672726
1692,798841.2239110986
1693,448318.7625970788
1694,635538.2081415536
1695,745573.5324644243
1696,459142.0523521411
1697,503516.2987274453
1698,575589.2012369471
1699,506068.8899192636
1700,679539.5308572765
1701,452696.44535776513
1702,536513.0853577651
1703,571131.7725970788
1704,597778.2602069426
1705,678103.7724644243
1706,546730.9799192636
1707,642002.7621824719
1708,706888.7769504638
1709,576319.8123281042
1710,803908.0153672725
1711,646740.007679752
1712,722654.1858336186
1713,744201.0118136714
1714,493185.1314326305
1715,610764.2523281042
1716,674229.2653672725
1717,728090.5199192637
1718,642974.7621824719
1719,733737.6076797519
1720,726494.6124644242
1721,666053.4079669729
1722,578055.1314326305
1723,737462.7524994892
1724,503300.2987274453
1725,647399.6587274452
1726,678940.207679752
1727,453321.4923281041
1728,640757.4969504637
1729,581150.0124644242
1730,506131.8899192636
1731,603070.5133498312
1732,723937.172352141
1733,784521.3718735133
1734,599443.2118136714
1735,746067.0187274452
1736,706320.9718052801
1737,533479.8079669729
1738,835413.9104500827
1739,697419.7158336187
1740,540735.5047340296
1741,557778.7439110986
1742,596785.1349294311
1743,674628.3166874629
1744,835845.9104500827
1745,691967.5579669729
1746,785112.8653672726
1747,496166.26535776514
1748,723694.172352141
1749,675753.6369504638
1750,481375.4179983788
1751,574806.6076797519
1752,737741.2304500827
1753,695036.8412369471
1754,564441.8358336187
1755,613172.5447340297
1756,724416.4333498311
1757,666389.9381415535
1758,640011.31180528
1759,647100.007679752
1760,716567.0537311212
1761,642873.2566874628
1762,803709.3369504637
1763,677347.7724644243
1764,815882.7404500827
1765,508663.7491183892
1766,639066.31180528
1767,746069.7379983788
1768,563358.7481415536
1769,721340.6518136715
1770,803479.4412148325
1771,456075.35272441007
1772,760564.8118735134
1773,563482.4518735134
1774,479515.2881415536
1775,651216.1314326305
1776,721326.6247340296
1777,703793.342182472
1778,612105.8327244101
1779,754618.5849294312
1780,614948.6123521412
1781,616270.8187274452
1782,616342.8187274452
1783,728396.0949294312
1784,783400.8012148325
1785,719568.5012369471
1786,522544.0181415536
1787,493486.7924994892
1788,675924.1318735133
1789,769630.1749412772
1790,587586.9949412772
1791,513173.1549294312
1792,804814.9318735134
1793,740560.4523281042
1794,573311.0324994893
1795,639193.545357765
1796,702281.342182472
1797,711534.1314326305
1798,633987.6249294311
1799,450046.7625970788
1800,587343.9949412772
1801,561668.65180528
1802,519329.8918735134
1803,703871.4299192637
1804,519785.07695046376
1805,451698.1724994892
1806,563249.8153672726
1807,695128.1853577651
1808,692831.5579669729
1809,816701.7404500827
1810,696269.6681415535
1811,546658.9799192636
1812,745995.0187274452
1813,638859.31180528
1814,729111.4366874628
1815,581433.9787274452
1816,789040.2049412772
1817,540852.5047340296
1818,453979.2212369471
1819,725422.172352141
1820,642823.6923281042
1821,504864.9349412772
1822,707774.407679752
1823,697068.1579983787
1824,761491.0569504637
1825,638663.2579669729
1826,666089.7825970788
1827,735323.9169504638
1828,722118.6247340296
1829,770206.1749412772
1830,672809.5727244101
1831,670438.6739110985
1832,637203.7758336186
1833,805111.9318735134
1834,571491.7725970788
1835,537773.5412369472
1836,745413.6558336186
1837,669705.3679983787
1838,633904.7204500827
1839,703658.342182472
1840,521241.4918136714
1841,479704.2881415536
1842,675987.1318735133
1843,705311.4299192637
1844,682133.3491183892
1845,616207.8187274452
1846,647984.6587274452
1847,637905.1125970788
1848,723167.1858336186
1849,696564.7158336187
1850,691420.0849412772
1851,574168.905357765
1852,517291.6812148326
1853,618605.1599192637
1854,482361.0733498312
1855,481248.8958336187
1856,665133.6540008646
1857,647544.0023521412
1858,642283.6923281042
1859,596902.1349294311
1860,717359.0537311212
1861,712983.2340008646
1862,534856.8079669729
1863,759983.1612148324
1864,550013.3804500827
1865,637691.2579669729
1866,638546.2579669729
1867,498325.22272441006
1868,534271.8079669729
1869,505224.9349412772
1870,518834.3218052801
1871,615063.1314326305
1872,450073.7625970788
1873,599811.0508572765
1874,607882.7253577651
1875,760280.1612148324
1876,734369.5212148326
1877,824050.7308572765
1878,707005.0604500828
1879,766535.1258336187
1880,614327.6123521412
1881,659725.0549412773
1882,668328.8924994892
1883,573806.8037311212
1884,570057.1366874628
1885,735762.2518735133
1886,556738.6449294311
1887,701988.7823521411
1888,770386.1749412772
1889,641169.2908572765
1890,784553.1969504637
1891,601323.0508572765
1892,561972.2169504637
1893,667037.9381415535
1894,644810.0647340297
1895,676044.3923521412
1896,548825.3804500827
1897,525639.5533498311
1898,560480.65180528
1899,669316.3653577651
1900,500367.98473402974
1901,563232.2169504637
1902,750777.4966874628
1903,617282.1599192637
1904,725954.1787274452
1905,448792.9140008646
1906,779119.4402069426
1907,715592.1225970787
1908,641054.4969504637
1909,694768.6037311212
1910,730039.3802069426
1911,641158.5718735134
1912,549860.3804500827
1913,763497.3718136714
1914,755488.4102069426
1915,634966.5718136714
1916,793633.5704500827
1917,639453.7037311213
1918,741536.1827244101
1919,697896.4427244101
1920,728951.1321824719
1921,638825.2724994892
1922,648485.8524644242
1923,640906.5718735134
1924,573906.2012369471
1925,636159.8640008646
1926,727142.6124644242
1927,497167.8812369472
1928,563574.7481415536
1929,783256.8012148325
1930,695504.8412369471
1931,721576.1149412772
1932,732054.6076797519
1933,513967.20020694257
1934,674964.3923521412
1935,755893.4102069426
1936,698445.1579983787
1937,633784.2902069426
1938,721705.3127244101
1939,513488.1549294312
1940,617166.9324644243
1941,761943.7153672726
1942,505771.8899192636
1943,670088.4733498312
1944,596491.2602069426
1945,581618.0124644242
1946,642378.2566874628
1947,643492.7027244101
1948,760953.1314326304
1949,737796.8253577651
1950,667995.1149294311
1951,556401.7439110986
1952,499396.22272441006
1953,512914.20020694257
1954,452152.4537311212
1955,745660.0108572766
1956,734827.30180528
1957,614587.8187274452
1958,494425.6579669729
1959,728630.5199192637
1960,641574.2908572765
1961,721642.3127244101
1962,721721.3981415535
1963,784968.8653672726
1964,716734.1324994892
1965,733874.5212148326
1966,747813.9133498312
1967,451576.4537311212
1968,578664.0247340297
1969,602640.7879983787
1970,450367.5079669729
1971,637944.6012148325
1972,735047.8579669729
1973,600891.0508572765
1974,756541.807679752
1975,530319.0766874629
1976,602881.5133498312
1977,724106.9479983787
1978,577656.0247340297
1979,454401.4923281041
1980,650856.1314326305
1981,537321.1314326305
1982,565089.8358336187
1983,634192.7204500827
1984,728842.3802069426
1985,822763.7308572765
1986,641889.2908572765
1987,594060.5504500828
1988,597058.2602069426
1989,532282.4940008646
1990,738506.2304500827
1991,673674.2412148325
1992,509014.7491183892
1993,493210.6579669729
1994,729300.4366874628
1995,449800.5079669729
1996,499962.98473402974
1997,675900.4987274453
1998,805060.0153672725
1999,588882.9949412772
2000,756073.4102069426
2001,528564.0766874629
2002,481456.4179983788
2003,641394.1153672726
2004,608096.972182472
2005,797523.5649294312
2006,596592.0539110985
2007,482262.0733498312
2008,783157.8012148325
2009,611173.807679752
2010,761338.0569504637
2011,529599.0766874629
2012,494470.6579669729
2013,608574.2537311212
2014,780033.1314326304
2015,533668.1025970788
2016,720476.6518136715
2017,585753.7891183892
2018,815693.7404500827
2019,509095.7491183892
2020,556057.2302069425
2021,723026.9479983787
2022,721750.3127244101
2023,734019.0240008646
2024,525882.5533498311
2025,518615.66536727257
2026,747554.7379983788
2027,648296.8524644242
2028,581075.222352141
2029,737040.1314326305
2030,600987.4781415536
2031,637977.1125970788
2032,486975.602182472
2033,716563.1324994892
2034,486858.602182472
2035,640546.5212369472
2036,669489.3679983787
2037,608827.7253577651
2038,732831.0240008646
2039,669026.2458336187
2040,799660.2239110986
2041,563527.4518735134
2042,722018.3981415535
2043,603460.0740008645
2044,584270.0699192637
2045,695168.2918136714
2046,667469.9381415535
2047,792193.5704500827
2048,576364.8123281042
2049,462760.7999192636
2050,674520.3166874629
2051,668985.3679983787
2052,640973.4969504637
2053,739141.1612369472
2054,452908.2212369471
2055,539412.5047340296
2056,755992.4102069426
2057,675627.1318735133
2058,804996.3369504637
2059,559753.3212148325
2060,650973.1314326305
2061,574941.2012369471
2062,693688.1853577651
2063,635648.3639110986
2064,636591.8640008646
2065,767863.3933498312
2066,600906.4781415536
2067,720886.3127244101
2068,670517.8904500827
2069,451113.1724994892
2070,738254.2304500827
2071,563393.8153672726
2072,805174.9318735134
2073,562287.7481415536
2074,692510.4525970788
2075,495874.9037311211
2076,745121.1281415536
2077,528807.0766874629
2078,640705.545357765
2079,666782.7825970788
2080,696096.7158336187
2081,783472.8012148325
2082,733809.6076797519
2083,601927.3569504637
2084,745819.1449412772
2085,603540.0118735133
2086,634750.5718136714
2087,696565.5723281042
2088,724874.1787274452
2089,480822.0733498312
2090,737859.1314326305
2091,625114.0249412772
2092,741851.1827244101
2093,636835.9933498312
2094,734306.5212148326
2095,713382.7708572765
2096,570274.2840008646
2097,601314.9612148325
2098,572791.905357765
2099,667770.1149294311
2100,737399.7524994892
2101,722811.6247340296
2102,647039.6587274452
2103,763956.3718136714
2104,639912.7037311213
2105,761428.8118735134
2106,616086.9324644243
2107,596137.1349294311
2108,564072.9979983787
2109,801859.4412148325
2110,763885.8581415537
2111,717944.0537311212
2112,609426.8612369471
2113,706766.407679752
2114,720287.6518136715
2115,701835.9839110986
2116,548088.9649412772
2117,602375.9653672726
2118,603815.9653672726
2119,533767.1025970788
2120,645098.0647340297
2121,744312.0187274452
2122,637737.6012148325
2123,562692.2169504637
2124,602991.7879983787
2125,720820.1149412772
2126,462193.7999192636
2127,764361.3718136714
2128,607080.6524994893
2129,573412.905357765
2130,782812.9618052801
2131,562235.65180528
2132,736281.5653672726
2133,570085.2840008646
2134,733361.5212148326
2135,652916.8291183892
2136,640469.4969504637
2137,762231.7153672726
2138,603900.0118735133
2139,664278.6540008646
2140,648944.8524644242
2141,499180.22272441006
2142,760948.6318052801
2143,461327.2524644242
2144,604540.0740008645
2145,491320.7040008646
2146,753754.5849294312
2147,742596.1447340297
2148,534611.3537311212
2149,453628.2212369471
2150,706837.6918735134
2151,664674.6540008646
2152,745876.0108572766
2153,723647.9479983787
2154,562218.8518136714
2155,503444.2987274453
2156,543150.1387274452
2157,673873.5847340297
2158,482505.0733498312
2159,460247.2524644242
2160,755641.4102069426
2161,451751.44535776513
2162,647864.8524644242
2163,692702.5124994892
2164,802894.4412148325
2165,766830.4004500827
2166,641259.1153672726
2167,456391.4647340298
2168,568789.2840008646
2169,578016.0247340297
2170,518465.8918735134
2171,672459.2412148325
2172,597211.2602069426
2173,493930.6579669729
2174,695011.6037311212
2175,756701.6039110986
2176,737267.5037311212
2177,778426.4402069426
2178,729116.0949294312
2179,547935.9649412772
2180,836610.9104500827
2181,541140.5047340296
2182,760746.7153672726
2183,727187.6124644242
2184,640138.545357765
2185,587238.7891183892
2186,705501.9718052801
2187,606684.6524994893
2188,455130.35272441007
2189,523039.0181415536
2190,454266.4923281041
2191,705105.9718052801
2192,700508.6049294312
2193,725233.172352141
2194,580929.9787274452
2195,692159.4525970788
2196,799168.4702069425
2197,494483.26535776514
2198,646857.007679752
2199,585510.7891183892
2200,704906.4299192637
2201,592548.5504500828
2202,665493.6540008646
2203,665349.6540008646
2204,736101.5653672726
2205,677887.207679752
2206,519848.07695046376
2207,719157.0123281042
2208,694916.2918136714
2209,601695.7879983787
2210,492076.7040008646
2211,717764.0537311212
2212,462688.7999192636
2213,738158.5037311212
2214,537834.1314326305
2215,725314.172352141
2216,760665.1314326304
2217,557841.7439110986
2218,674279.552182472
2219,779011.4402069426
2220,667257.8924994892
2221,638709.6012148325
2222,606512.1079669729
2223,744401.1281415536
2224,499045.22272441006
2225,570483.7725970788
2226,778066.4402069426
2227,635792.3639110986
2228,720647.6518136715
2229,737078.5037311212
2230,533416.1025970788
2231,599767.2118136714
2232,533570.407679752
2233,561515.65180528
2234,745957.0108572766
2235,643289.7621824719
2236,480304.4179983788
2237,561799.4518735134
2238,675468.4987274453
2239,584126.0699192637
2240,729840.2939110985
2241,513277.4339110986
2242,635549.3639110986
2243,494119.9037311211
2244,504448.8899192636
2245,735647.9169504638
2246,670811.1812369471
2247,570166.2840008646
2248,495802.9037311211
2249,522006.4918136714
2250,455778.35272441007
2251,477654.1318136714
2252,672666.2412148325
2253,638275.9933498312
2254,745188.6558336186
2255,574636.8123281042
2256,546163.9799192636
2257,615055.8187274452
2258,767566.3933498312
2259,669505.3653577651
2260,670748.1812369471
2261,536646.1314326305
2262,618722.1599192637
2263,679224.5308572765
2264,721551.6247340296
2265,494065.6579669729
2266,455643.35272441007
2267,793489.5704500827
2268,614820.1314326305
2269,701937.3766874628
2270,666593.7825970788
2271,638951.2579669729
2272,555298.6449294311
2273,729104.1321824719
2274,661165.0549412773
2275,573223.905357765
2276,766988.5279983788
2277,683058.1314326305
2278,704264.8812148325
2279,746661.9133498312
2280,595930.1349294311
2281,736142.9169504638
2282,737616.1314326305
2283,836898.9104500827
2284,783460.9618052801
2285,602636.3058336186
2286,668981.2458336187
2287,495739.9037311211
2288,674783.552182472
2289,707631.4153672726
2290,573914.8037311212
2291,478509.1318136714
2292,669992.1812369471
2293,711651.1314326305
2294,726134.6124644242
2295,674772.1318735133
2296,750099.9091183891
2297,703017.3766874628
2298,495442.9037311211
2299,785157.8653672726
2300,722838.6247340296
2301,525819.5533498311
2302,780978.1314326304
2303,537521.5412369472
2304,698885.9533498312
2305,557120.8108572764
2306,697851.7158336187
2307,723228.4333498311
2308,730488.2939110985
2309,756289.807679752
2310,701557.3502069425
2311,549139.2691183892
2312,500682.98473402974
2313,522391.0181415536
2314,698148.1579983787
2315,733550.5212148326
2316,736235.8579669729
2317,799012.2239110986
2318,581012.222352141
2319,530592.3921824719
2320,573546.6076797519
2321,802814.29180528
2322,601568.9818052801
2323,701694.3766874628
2324,534676.8079669729
2325,634216.2902069426
2326,755965.807679752
2327,556810.6449294311
2328,550553.3804500827
2329,534964.8079669729
2330,583262.0699192637
2331,697779.7158336187
2332,447280.9140008646
2333,728895.4366874628
2334,772678.712182472
2335,692699.4525970788
2336,720354.0123281042
2337,678959.3399192637
2338,637303.9933498312
2339,452395.4537311212
2340,697689.1579983787
2341,581147.222352141
2342,587811.9949412772
2343,617571.9324644243
2344,540276.5047340296
2345,524267.3658336187
2346,582830.0699192637
2347,575094.2012369471
2348,523111.0181415536
2349,678652.207679752
2350,701070.9839110986
2351,643613.0647340297
2352,602170.3569504637
2353,521599.0181415536
2354,557624.8108572764
2355,548628.9649412772
2356,562470.8518136714
2357,734225.5212148326
2358,668814.3679983787
2359,478651.2881415536
2360,596497.1349294311
2361,638457.6012148325
2362,605913.4425970789
2363,540098.0927244101
2364,595462.1349294311
2365,519812.66536727257
2366,766641.4004500827
2367,766319.1258336187
2368,571563.7725970788
2369,611034.8327244101
2370,580569.9787274452
2371,513052.4339110986
2372,728792.0949294312
2373,518591.3218052801
2374,713841.7708572765
2375,646725.0023521412
2376,606665.1079669729
2377,730243.3891183891
2378,497188.9323281041
2379,600432.0508572765
2380,639418.545357765
2381,736482.2518735133
2382,720669.0123281042
2383,736082.8579669729
2384,566389.0333498312
2385,745620.6558336186
2386,769234.1749412772
2387,669532.3653577651
2388,563649.8358336187
2389,496312.8812369472
2390,745012.0108572766
2391,641162.4969504637
2392,692945.5124994892
2393,453880.2212369471
2394,498268.9323281041
2395,562663.4518735134
2396,748700.6099192636
2397,592305.5504500828
2398,715942.1324994892
2399,736643.7524994892
2400,669951.1323281042
2401,572002.957966973
2402,725927.6124644242
2403,651288.1314326305
2404,758903.1612148324
2405,565336.0333498312
2406,562574.8153672726
2407,699715.1047340297
2408,516283.6812148326
2409,514429.4339110986
2410,707776.8691183892
2411,639930.31180528
2412,672314.5727244101
2413,495169.7924994892
2414,503257.1724644242
2415,701430.9839110986
2416,754942.5849294312
2417,724729.172352141
2418,533975.407679752
2419,637086.1125970788
2420,706870.0604500828
2421,736644.1314326305
2422,736967.7524994892
2423,502625.2987274453
2424,729683.0949294312
2425,549274.2691183892
2426,643843.7027244101
2427,743769.0118136714
2428,505161.9349412772
2429,702205.3387274452
2430,802327.4412148325
2431,734299.7925970787
2432,765145.8581415537
2433,452035.4537311212
2434,694003.6037311212
2435,530448.3921824719
2436,722783.9479983787
2437,538266.1314326305
2438,451087.5079669729
2439,637122.7758336186
2440,667885.1537311212
2441,797656.4702069425
2442,503014.1724644242
2443,836853.9104500827
2444,706114.0604500828
2445,449758.7625970788
2446,535599.4124994893
2447,534974.0853577651
2448,667032.8924994892
2449,542818.832352141
2450,678247.207679752
2451,767289.4004500827
2452,486630.01668746286
2453,641338.5718735134
2454,453115.2212369471
2455,517619.3218052801
2456,563554.4518735134
2457,744337.0108572766
2458,602600.9653672726
2459,699418.1047340297
2460,735984.5653672726
2461,779575.9139110985
2462,726782.6124644242
2463,769009.1749412772
2464,665791.9318136714
2465,778348.0749294312
2466,750819.9091183891
2467,457819.0523521411
2468,713775.2340008646
2469,760199.1612148324
2470,481185.8958336187
2471,759128.1612148324
2472,724767.4333498311
2473,673440.64180528
2474,532778.407679752
2475,730353.2939110985
2476,697500.1579983787
2477,720800.6518136715
2478,747013.5324644243
2479,727928.0949294312
2480,696719.8412369471
2481,734009.5212148326
2482,765860.1258336187
2483,615704.6123521412
2484,755101.807679752
2485,577235.9627244101
2486,733299.0240008646
2487,557346.7439110986
2488,449641.7625970788
2489,557209.2302069425
2490,751314.9091183891
2491,701584.3502069425
2492,788797.2049412772
2493,598212.0539110985
2494,577352.9627244101
2495,450078.1724994892
2496,535799.3537311212
2497,576981.0247340297
2498,668965.3653577651
2499,542026.832352141
2500,745372.0108572766
2501,737309.2304500827
2502,720490.3127244101
2503,729251.0949294312
2504,639284.2724994892
2505,671991.2412148325
2506,479596.2881415536
2507,611052.2523281042
2508,682518.1314326305
2509,803484.3369504637
2510,746041.5324644243
2511,668418.3679983787
2512,638391.31180528
2513,707140.7769504638
2514,674727.64180528
2515,673719.2412148325
2516,706375.7769504638
2517,698959.1047340297
2518,711939.1314326305
2519,458062.0523521411
2520,697429.5723281042
2521,600262.2118136714
2522,608385.2537311212
2523,492406.43259707873
2524,651261.1314326305
2525,746700.6558336186
2526,755437.5849294312
2527,704471.8812148325
2528,729644.1321824719
2529,517151.3218052801
2530,713604.2340008646
2531,607772.972182472
2532,608292.1966874629
2533,744780.0187274452
2534,602081.9818052801
2535,544041.1387274452
2536,701700.7823521411
2537,730848.2939110985
2538,719217.5012369471
2539,669100.3653577651
2540,705250.0604500828
2541,516472.6812148326
2542,676726.7724644243
2543,503689.1724644242
2544,486003.602182472
2545,597190.1349294311
2546,601988.3058336186
2547,790120.2049412772
2548,610705.807679752
2549,682448.3491183892
2550,748745.6099192636
2551,763660.8581415537
2552,713208.2340008646
2553,694363.1853577651
2554,577532.9627244101
2555,646104.0023521412
2556,531427.4940008646
2557,597751.2602069426
2558,648119.6587274452
2559,575661.2012369471
2560,736419.1314326305
2561,452264.44535776513
2562,720631.1149412772
2563,603455.9653672726
2564,572744.0324994893
2565,698580.1579983787
2566,783429.8653672726
2567,539963.0927244101
2568,677158.7724644243
2569,741156.1447340297
2570,522105.4918136714
2571,480240.8958336187
2572,676089.4987274453
2573,556912.2302069425
2574,727937.5199192637
2575,666655.9318136714
2576,457147.4647340298
2577,746020.0108572766
2578,755261.6039110986
2579,737499.1314326305
2580,779601.1314326304
2581,513056.1549294312
2582,587193.7891183892
2583,670150.6739110985
2584,453942.4923281041
2585,459007.0523521411
2586,722843.1858336186
2587,668472.8924994892
2588,736187.9169504638
2589,570555.182182472
2590,722222.1858336186
2591,480753.8958336187
2592,708127.8691183892
2593,785241.3718735133
2594,669172.1537311212
2595,725702.6124644242
2596,572591.0324994893
2597,459502.0523521411
2598,456715.4647340298
2599,615524.6123521412
2600,695308.1853577651
2601,621774.3091183892
2602,803462.29180528
2603,728171.0949294312
2604,635297.3639110986
2605,491995.7040008646
2606,724199.1787274452
2607,677455.207679752
2608,582473.0124644242
2609,707455.7769504638
2610,608591.972182472
2611,569221.2840008646
2612,778204.0749294312
2613,674108.552182472
2614,606152.1079669729
2615,615288.1314326305
2616,519236.66536727257
2617,521430.4918136714
2618,637914.5779983787
2619,728603.0949294312
2620,524442.5533498311
2621,767586.4004500827
2622,667653.8924994892
2623,455319.35272441007
2624,604756.0740008645
2625,639579.31180528
2626,784265.1969504637
2627,602276.3058336186
2628,733242.6076797519
2629,749631.9091183891
2630,673530.2412148325
2631,548194.2691183892
2632,673919.552182472
2633,661237.0549412773
2634,448360.9140008646
2635,490831.2076797519
2636,601296.0508572765
2637,570402.182182472
2638,738084.8253577651
2639,632869.7204500827
2640,776961.007679752
2641,783820.9618052801
2642,746761.5324644243
2643,746092.0108572766
2644,727916.1321824719
2645,544014.1387274452
2646,743049.0118136714
2647,514249.4339110986
2648,524155.2079983787
2649,515608.6812148326
2650,520220.8918735134
2651,639255.31180528
2652,602393.3058336186
